sheet,experiment,plant_no,plant_height_cm,shoot_length_cm,root_length_cm,head_diameter_cm,stem_diameter_cm,total_weight_g,shoot_weight_g,root_weight_g,no_of_leaves,replicate,date,tme,ph,ec,tds,water_temp,date_1,tme_1,rh%,air_temp,co2,100000_replicate_1_t1_ph,100000_replicate_1_t1_ec,100000_replicate_1_t1_tds,100000_replicate_1_t1_water_temp,100000_replicate_2_t1_ph,100000_replicate_2_t1_ec,100000_replicate_2_t1_tds,100000_replicate_2_t1_water_temp,100000_replicate_3_t1_ph,100000_replicate_3_t1_ec,100000_replicate_3_t1_tds,100000_replicate_3_t1_water_temp,100000_replicate_1_t2_ph,100000_replicate_1_t2_ec,100000_replicate_1_t2_tds,100000_replicate_1_t2_water_temp,100000_replicate_2_t2_ph,100000_replicate_2_t2_ec,100000_replicate_2_t2_tds,100000_replicate_2_t2_water_temp,100000_replicate_3_t2_ph,100000_replicate_3_t2_ec,100000_replicate_3_t2_tds,100000_replicate_3_t2_water_temp,100000_air_air_parameters,100000_air_temp_col_26,100000_rh%_col_27,100000_rh%_col_28,140000_replicate_1_t1_ph,140000_replicate_1_t1_ec,140000_replicate_1_t1_tds,140000_replicate_1_t1_water_temp,140000_replicate_2_t1_ph,140000_replicate_2_t1_ec,140000_replicate_2_t1_tds,140000_replicate_2_t1_water_temp,140000_replicate_3_t1_ph,140000_replicate_3_t1_ec,140000_replicate_3_t1_tds,140000_replicate_3_t1_water_temp,140000_replicate_1_t2_ph,140000_replicate_1_t2_ec,140000_replicate_1_t2_tds,140000_replicate_1_t2_water_temp,140000_replicate_2_t2_ph,140000_replicate_2_t2_ec,140000_replicate_2_t2_tds,140000_replicate_2_t2_water_temp,140000_replicate_3_t2_ph,140000_replicate_3_t2_ec,140000_replicate_3_t2_tds,140000_replicate_3_t2_water_temp,140000_air_air_parameters,140000_air_temp_col_54,140000_rh%_col_55,replicate_1_t1,replicate_2_t1,replicate_3_t1,replicate_1_t2,replicate_2_t2,replicate_3_t2,system,hd_cm,shoot_weight_before_removing_wilted_leaves_g,shoot_weight_after_removing_wilted_leaves_g,noof_leaves
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,02:00:00,63.94,20.44,455.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,03:00:00,64.44,19.7,463.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,04:00:00,64.97,19.54,474.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,05:00:00,65.3,19.43,478.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,06:00:00,65.81,20.59,479.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,07:00:00,64.67,25.03,472.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,08:00:00,61.56,27.29,462.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,09:00:00,58.33,27.89,451.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,10:00:00,55.76,28.18,443.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,11:00:00,53.91,27.39,442.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,12:00:00,53.27,26.62,438.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,13:00:00,53.69,25.03,435.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,14:00:00,53.95,24.84,434.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,15:00:00,54.63,24.73,434.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,16:00:00,55.58,25.86,435.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,17:00:00,55.33,26.73,438.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,18:00:00,55.89,27.21,437.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,19:00:00,56.21,27.44,439.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,20:00:00,57.32,26.25,441.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,21:00:00,58.36,25.36,444.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,22:00:00,59.09,24.51,446.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,23:00:00,59.7,23.7,447.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,00:00:00,60.36,23.15,449.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,01:00:00,61.01,22.76,449.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,02:00:00,61.82,22.41,450.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,03:00:00,62.58,22.15,454.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,04:00:00,63.35,21.88,459.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,05:00:00,63.71,21.45,469.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,06:00:00,63.83,22.06,482.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,07:00:00,62.08,25.74,488.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,08:00:00,58.59,27.26,471.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,09:00:00,56.23,27.62,455.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,10:00:00,55.12,25.61,447.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,11:00:00,53.89,26.22,445.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,12:00:00,52.61,26.87,443.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,13:00:00,52.13,27.55,439.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,14:00:00,52.24,26.44,435.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,15:00:00,52.96,25.97,434.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,16:00:00,54.15,24.85,431.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,17:00:00,55.29,24.19,432.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,18:00:00,55.08,26.51,439.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,19:00:00,55.2,28.31,440.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,20:00:00,56.11,27.18,442.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,21:00:00,57.17,26.45,443.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,22:00:00,57.72,25.69,445.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-01,23:00:00,58.19,25.03,445.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,00:00:00,59.08,24.23,445.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,01:00:00,59.9,23.57,447.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,02:00:00,60.35,23.24,443.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,03:00:00,60.21,23.09,446.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,04:00:00,60.07,22.75,443.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,05:00:00,60.33,22.26,444.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,06:00:00,60.44,23.24,451.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,07:00:00,57.5,26.83,453.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,08:00:00,55.98,27.78,448.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,09:00:00,54.42,27.8,442.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,10:00:00,53.4,25.74,434.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,11:00:00,52.84,25.68,433.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,12:00:00,52.0,27.43,433.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,13:00:00,51.81,27.76,430.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,14:00:00,52.37,27.15,428.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,15:00:00,53.38,26.18,425.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,16:00:00,54.87,24.87,424.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,17:00:00,55.32,25.8,424.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,18:00:00,55.04,27.99,427.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,19:00:00,55.62,27.7,428.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,20:00:00,57.44,25.97,428.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,21:00:00,58.91,24.85,434.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,22:00:00,59.84,24.22,443.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-02,23:00:00,61.12,23.7,445.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,00:00:00,62.52,23.12,454.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,01:00:00,63.69,22.74,464.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,02:00:00,64.53,22.42,468.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,03:00:00,65.29,22.04,468.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,04:00:00,65.59,21.54,472.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,05:00:00,65.96,21.39,476.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,06:00:00,66.62,22.66,481.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,07:00:00,65.73,25.81,477.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,08:00:00,64.23,25.07,466.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,09:00:00,63.02,25.17,456.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,10:00:00,61.07,26.29,454.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,11:00:00,59.02,27.52,444.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,12:00:00,57.15,27.72,436.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,13:00:00,56.18,27.88,429.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,14:00:00,56.33,27.66,428.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,15:00:00,57.03,26.56,428.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-03,16:00:00,58.01,25.51,429.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-04,17:00:00,59.42,25.33,429.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-04,18:00:00,60.62,23.93,427.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-04,19:00:00,61.02,25.88,429.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-04,20:00:00,61.08,28.05,436.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-04,21:00:00,62.29,27.24,443.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-04,22:00:00,63.35,26.28,450.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-04,23:00:00,64.59,25.27,455.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-05,00:00:00,66.1,24.67,457.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-05,01:00:00,67.34,24.13,458.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-05,02:00:00,67.94,23.56,470.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
